,latitude,longitude
0,23.165154399305877,113.34991065772188
1,23.165154260213345,113.34991797808527
2,23.165154254337555,113.3499158087134
3,23.16515314098497,113.34989591435917
4,23.16515100977412,113.3499052256725
5,23.165154164464777,113.34990350398333
6,23.165153976674652,113.34987966123805
7,23.16515165365975,113.34991946243014
8,23.165152132411592,113.3499023980456
9,23.16515721137896,113.34988989991119
10,23.16515768203686,113.34989841440463
11,23.165153171483933,113.349906734822
12,23.16514988385781,113.34992024760155
13,23.16514932145,113.34991389763991
14,23.165152241422238,113.34988309334322
15,23.165154468029098,113.34988307148241
16,23.165155924470916,113.34989602591872
17,23.165154017583248,113.34987696514175
18,23.165155305214192,113.34989967207066
19,23.16515149050733,113.34992273441361
20,23.165152048636994,113.34991014438694
21,23.16515185814012,113.34991233047435
22,23.16515471631202,113.34990837209824
23,23.16515445805788,113.34992311962213
24,23.165155717125305,113.34990495648249
25,23.1651520039876,113.34987080774894
26,23.16515577033531,113.34989273820322
27,23.165156324622732,113.34988773976752
28,23.165156850951917,113.34990186488824
29,23.165152925727867,113.34989291458739
30,23.16515004588503,113.34990777019627
31,23.165156092581814,113.34988513594655
32,23.165155014564064,113.34989037293647
33,23.165152249391458,113.34987944333453
34,23.16515667476924,113.34987659429902
35,23.1651526179474,113.34988805857397
36,23.165150254637776,113.34991034641027
37,23.165151589109694,113.34991694627041
38,23.16515589725559,113.34988224297174
39,23.165154278723854,113.34988811446682
40,23.16515789868722,113.3498944573162
41,23.165154142302313,113.34991268179859
42,23.165157660842528,113.34989256741692
43,23.165152606677896,113.34987620742872
44,23.165154756426027,113.34987395977188
45,23.165149623353887,113.34991658428136
46,23.165156626792882,113.34987426412638
47,23.165157392344053,113.3498648586476
48,23.165154956710666,113.34986923475816
49,23.165151904677927,113.34986622659405
50,23.16515582396295,113.34987935604767
51,23.165152202670765,113.34987362153352
52,23.165154229957892,113.34986329988311
53,23.16515192159801,113.34986236541147
54,23.165156789453146,113.3498692727251
55,23.16513678159357,113.34986179990396
