,latitude,longitude
0,23.16515061825009,113.34990509954186
1,23.16514822469897,113.34991788670219
2,23.165075930968122,113.34995255329791
3,23.165148736280415,113.34992234849878
4,23.16514824426222,113.34991134012053
5,23.165151634991123,113.34988754203185
6,23.16511499473714,113.34981207486021
7,23.165149081577198,113.34990839984353
8,23.16515145980943,113.34988542088908
9,23.165153044336012,113.34989490140939
10,23.165154804601137,113.34988097278446
11,23.165150535201533,113.34987536710155
12,23.16515385625308,113.34989697612285
13,23.16515134417817,113.34990025261833
14,23.1651553778955,113.3498956815665
15,23.16514805786575,113.34992556097063
16,23.16515198465194,113.3499112158353
17,23.16514974743573,113.34991379363625
18,23.165152610511115,113.34989255574064
19,23.165146158091954,113.34992546318105
20,23.16514874434286,113.34991994637113
21,23.165150305241998,113.34991110298746
22,23.165151768846727,113.34990779892466
23,23.16515174618148,113.34988113217419
24,23.165146662406638,113.34991677662325
25,23.165152748794434,113.3499038363283
26,23.16515264871204,113.34988946872349
27,23.16515472975083,113.3499037534854
28,23.165153931718056,113.34990025380186
29,23.165154255053803,113.34988957780996
30,23.165148297676193,113.34991400942828
31,23.16515069413069,113.34992611909563
32,23.165153180365905,113.34990900684889
33,23.165154394287462,113.3498919611181
34,23.16515554381658,113.34989856787809
35,23.165150362298597,113.3498715299742
36,23.16515125363065,113.34989676295052
37,23.165151141683875,113.34992038659135
38,23.165154068254054,113.34988661121896
39,23.165151085912637,113.34991610666661
40,23.165150854214573,113.3498781028839
41,23.165146797016096,113.34991981973235
42,23.165154024113132,113.34988373117585
43,23.165150910222632,113.3498923626136
44,23.165153183019193,113.3498739985058
45,23.165154799911893,113.34987886041758
46,23.16515247770747,113.34986783703677
47,23.165153127457017,113.3498785895187
48,23.165155038572955,113.34986788964977
49,23.165154841550684,113.3498740310738
50,23.16515029028424,113.34986706440239
51,23.165135558322902,113.34986567245377
